,source,target,coef_mean,coef_abs,p,-logp
0,PRRX1,ABCA4,0.0018184755,0.0018184755,1.536629210424293e-09,8.813430915384874
1,LHX2,ABCA4,-0.0020166133,0.0020166133,3.968180330362863e-10,9.401408599949821
2,IRF3,ABCA4,0.00092547986,0.00092547986,3.997864956682837e-05,4.398171879942262
5,ETV5,ABCA4,0.0027315323,0.0027315323,1.5166568670609539e-12,11.81911266416921
6,FOXA2,ABCA4,-0.00067118823,0.00067118823,3.470259502327779e-05,4.459638047913714
7,FOS,ABCA4,0.0010949082,0.0010949082,2.636175404799615e-05,4.579025696201629
8,RUNX1,ABCA4,0.0012051021,0.0012051021,2.886967031506209e-09,8.539558175633198
9,MLX,ABCA4,-0.00042706082,0.00042706082,2.6470891539785323e-10,9.57723143141158
10,POU2F2,ABCA4,0.0011411567,0.0011411567,1.666278820290315e-05,4.778252325869273
11,SP1,ABCA4,0.0013033849,0.0013033849,1.9352545127159133e-11,10.713261911162157
13,HNF4A,ABCA4,0.001969556,0.001969556,4.241133245222712e-09,8.372518082938562
14,FEV,ABCA4,0.000118892916,0.000118892916,2.376282953707932e-05,4.62410184739561
15,LHX9,ABCA4,0.0018089135,0.0018089135,4.331153314368086e-12,11.363396442821628
18,LMX1A,ABCA4,0.005887045,0.005887045,1.4376098021949187e-14,13.842358974696626
20,POU3F2,ABCA4,-0.0012310977,0.0012310977,5.348217961291969e-06,5.271790901810676
21,IRF1,ABCA4,0.0017858892,0.0017858892,6.831520169631268e-09,8.165482645100017
24,SP3,ABCA4,-0.0009926396,0.0009926396,0.0007234569390743748,3.1405873134446383
26,JUND,ABCA4,0.0014142513,0.0014142513,1.6251711267915228e-06,5.789100902064618
27,SP8,ABCA4,-0.0007615772,0.0007615772,1.1698238787346518e-06,5.931879517955727
28,STAT4,ABCA4,0.0010048953,0.0010048953,1.7556058548357868e-07,6.755572979479699
29,PHOX2A,ABCA4,-0.00060577015,0.00060577015,8.76763876687563e-11,10.057117351741136
31,KLF16,ABCA4,0.00083877426,0.00083877426,1.3730936033001558e-10,9.862299856054491
32,LHX1,ABCA4,0.0004680073,0.0004680073,7.08704143223472e-05,4.14953502826031
35,AR,ABCA4,-0.0022310663,0.0022310663,2.1704508821055306e-10,9.663450037916459
36,TEAD3,ABCA4,-0.00089466205,0.00089466205,3.034552528177484e-06,5.517905340460487
38,ARNTL2,ABCA4,-0.0029872693,0.0029872693,4.165945594963044e-10,9.38028640600652
39,ELK4,ABCA4,-0.00062333356,0.00062333356,2.4446422364209612e-05,4.611784689144403
40,SP4,ABCA4,0.00090022496,0.00090022496,2.3919929563044786e-05,4.62124010354759
41,RORB,ABCA4,0.0016242801,0.0016242801,1.2333359451820817e-09,8.908918610941615
43,HOXD3,ABCA4,0.0013261152,0.0013261152,9.754368221574736e-10,9.01080085407769
45,YY1,ABCA4,0.001223341,0.001223341,4.161512753311134e-08,7.380748770096474
46,WT1,ABCA4,0.0008793351,0.0008793351,1.3737411031123833e-08,7.862095107221199
50,FOSL2,ABCA4,0.0007799765,0.0007799765,3.1210667942113602e-06,5.5056969368627
51,JUNB,ABCA4,-0.0026305877,0.0026305877,1.689091739075935e-12,11.772346762097152
54,SHOX2,ABCA4,0.0007636783,0.0007636783,4.1105247019267603e-05,4.38610273758698
55,HES5,ABCA4,-0.002267788,0.002267788,2.0608721537999867e-10,9.685948948842498
56,SP9,ABCA4,0.0013992479,0.0013992479,9.838940491659712e-10,9.007051666141818
57,RREB1,ABCA4,0.0045258338,0.0045258338,1.3324797860326498e-14,13.875339370579864
58,PPARG,ABCA4,0.0006798571,0.0006798571,6.565830656456153e-06,5.182710322629379
60,BCL11B,ABCA4,-0.0018714523,0.0018714523,3.2279774299481757e-09,8.491069510530894
62,FLI1,ABCA4,0.0009612985,0.0009612985,6.111756286028788e-05,4.213833972125945
66,NRF1,ABCA4,-0.0011901218,0.0011901218,2.1210173171164232e-05,4.6734557856572225
68,ESR1,ABCA4,0.0016274222,0.0016274222,1.1442394799773697e-10,9.94148307174207
69,NEUROG2,ABCA4,-0.00056250294,0.00056250294,8.492648383086863e-05,4.070956856422272
70,PAX3,ABCA4,-0.004122118,0.004122118,3.236875474568781e-14,13.489874007964708
71,LMX1B,ABCA4,0.0013683048,0.0013683048,8.20619349545714e-05,4.085858246933014
72,TEAD1,ABCA4,0.00466444,0.00466444,5.4018746403102714e-14,13.26745549857382
75,SP2,ABCA4,-0.0010016422,0.0010016422,1.733364468994633e-10,9.761110109974606
78,TFAP4,ABCC9,0.0015331911,0.0015331911,3.120626516739915e-06,5.505758205517582
81,HNF4A,ABCC9,-0.0015583738,0.0015583738,1.636076293116518e-08,7.78619644827658
82,SP1,ABCC9,0.005898601,0.005898601,5.580089255252749e-05,4.253358854332362
85,POU3F2,ABCC9,0.0015134235,0.0015134235,2.3658334176162636e-05,4.626015838050005
86,IRF1,ABCC9,-0.0044413675,0.0044413675,0.0003045092687823346,3.5163994835901926
93,MECOM,ABCC9,0.0062426524,0.0062426524,1.3256864603595538e-11,10.877559179277492
95,SOX10,ABCC9,-0.00017296345,0.00017296345,0.00019297399375461707,3.7145012149812238
98,SP4,ABCC9,0.0034240736,0.0034240736,2.1592144536251686e-06,5.665704221306002
100,MEIS1,ABCC9,-0.001594008,0.001594008,1.4013603222078763e-05,4.853450183181904
103,YY1,ABCC9,0.00232061,0.00232061,2.6901581395636926e-09,8.570222189469261
104,SOX9,ABCC9,0.0031688362,0.0031688362,1.2099930323488052e-05,4.917217130527499
107,RFX4,ABCC9,0.007841751,0.007841751,1.2197441210308326e-09,8.913731266439735
109,HNF4G,ABCC9,0.00336811,0.00336811,5.338879925172494e-07,6.27254984659319
111,MYOG,ABCC9,0.011216422,0.011216422,1.4122978305707802e-23,22.850073708005198
112,ESR1,ABCC9,0.0019719382,0.0019719382,0.0005499897295266889,3.2596454204176326
114,ELF3,ABCC9,-0.0031768435,0.0031768435,2.123067410063487e-05,4.673036216218447
116,LHX2,ABI3BP,0.0035968153,0.0035968153,3.2029849949548735e-10,9.494445095873663
117,RFX6,ABI3BP,0.00132309,0.00132309,3.13120119521575e-07,6.50428902591081
118,HOXB9,ABI3BP,0.0025029923,0.0025029923,2.1958396123529437e-05,4.658399384629001
120,FOXA2,ABI3BP,0.00357898,0.00357898,5.497701753262912e-07,6.259818824046111
121,FOSL1,ABI3BP,0.015426735,0.015426735,4.42977496909318e-12,11.353618335213355
122,SP1,ABI3BP,0.009078855,0.009078855,1.1354535057883592e-06,5.94483064444113
123,THRB,ABI3BP,0.01942815,0.01942815,6.763862637783092e-10,9.169805220745877
124,CREB5,ABI3BP,0.0140036065,0.0140036065,1.3057539555814531e-11,10.884138649860414
132,FOSB,ABI3BP,0.026368931,0.026368931,1.883834167423065e-14,13.724957330493742
135,NR1H4,ABI3BP,0.0021607245,0.0021607245,0.0003861543033073359,3.4132391210166846
136,RFX4,ABI3BP,0.010868257,0.010868257,2.760973618495114e-08,7.558937743087913
137,NFYC,ABI3BP,0.009962484,0.009962484,6.104713979558551e-07,6.2143346789769724
138,TEAD1,ABI3BP,-0.006553518,0.006553518,1.3198653299839554e-06,5.879470378967273
142,FOS,ABLIM3,-0.018292628,0.018292628,1.9922645110442236e-08,7.7006530012232615
145,FOXA2,ABLIM3,-0.00823629,0.00823629,6.731420224013391e-06,5.1718932967893325
148,RUNX1,ABLIM3,0.0173987,0.0173987,2.9599400471923994e-08,7.5287170853725485
149,POU2F2,ABLIM3,0.03208937,0.03208937,1.847284650761815e-08,7.733466178338822
151,GATA3,ABLIM3,-0.014536671,0.014536671,1.3485709189746498e-08,7.870126209826969
152,NR5A2,ABLIM3,-0.005698106,0.005698106,8.181402542098812e-07,6.087172238617112
155,THRB,ABLIM3,0.015707647,0.015707647,0.0004392741606464267,3.3572643424180804
156,EOMES,ABLIM3,-0.013482161,0.013482161,7.248836765390804e-17,16.139731679898507
157,POU3F2,ABLIM3,-0.031241797,0.031241797,1.3243482093677865e-11,10.877997811327987
158,EBF1,ABLIM3,0.014785513,0.014785513,3.0934152142437594e-06,5.509561782825067
159,IRF1,ABLIM3,-0.017035862,0.017035862,1.763720421138769e-05,4.753570256607649
160,ISL1,ABLIM3,-0.011127631,0.011127631,6.383393680892322e-08,7.194948370646669
161,HES1,ABLIM3,0.022551188,0.022551188,1.0109446274317818e-08,7.995272631411378
162,MAZ,ABLIM3,0.008015924,0.008015924,7.28473421901834e-06,5.137586288687315
165,TFAP2A,ABLIM3,-0.027891576,0.027891576,2.418719911487285e-09,8.61641442016159
167,ZBTB7C,ABLIM3,-0.0097199865,0.0097199865,0.00015689363766811408,3.804394667513473
168,SP8,ABLIM3,-0.01036472,0.01036472,2.8405849025837006e-06,5.54659222551274
169,NR4A3,ABLIM3,-0.01090699,0.01090699,0.0005273133391617216,3.277931242415823
171,KLF16,ABLIM3,0.0038556189,0.0038556189,3.4883668541072926e-06,5.457377848757653
172,LHX1,ABLIM3,0.010386139,0.010386139,0.0002155753346975031,3.666400930950785
174,E2F7,ABLIM3,-0.016243724,0.016243724,2.239584096346966e-05,4.649832625162265
175,SOX10,ABLIM3,-0.0029053916,0.0029053916,9.698359190767524e-07,6.013301735287568
176,MEF2C,ABLIM3,0.03365749,0.03365749,3.4465032289010143e-15,14.462621310295216
177,ARNTL2,ABLIM3,0.074297495,0.074297495,1.3667077500522924e-17,16.864324342863707
178,SP4,ABLIM3,0.02398308,0.02398308,9.334679846463356e-08,7.029900572551395
179,MITF,ABLIM3,0.017730374,0.017730374,1.2249058219767789e-10,9.911897301150972
182,KLF4,ABLIM3,0.008883809,0.008883809,9.347233356928792e-05,4.029316914862285
183,WT1,ABLIM3,0.0037819713,0.0037819713,6.727013863966107e-07,6.172177677261783
186,FOSB,ABLIM3,-0.010845898,0.010845898,3.687010975319816e-05,4.433325569604695
187,FOSL2,ABLIM3,0.040511444,0.040511444,1.0522373530767127e-12,11.977886285368017
188,ONECUT2,ABLIM3,0.03063357,0.03063357,7.629209369731319e-10,9.11752046652142
190,FOXP2,ABLIM3,0.023244169,0.023244169,2.0384486814524632e-08,7.690700217566035
192,JUNB,ABLIM3,-0.051937588,0.051937588,2.175454162329129e-14,13.662450063029617
193,KLF11,ABLIM3,-0.012739651,0.012739651,2.1838677396719972e-08,7.660773667098226
194,HES5,ABLIM3,-0.028311219,0.028311219,1.3774105827510457e-10,9.8609365846201
195,SP9,ABLIM3,0.004697359,0.004697359,0.0002289805244559441,3.640201454258369
197,RREB1,ABLIM3,-0.01974759,0.01974759,5.1935870461477505e-05,4.28453258507043
198,NEUROD1,ABLIM3,0.021680722,0.021680722,3.413792670748327e-12,11.466762858348448
199,SOX9,ABLIM3,0.02124185,0.02124185,4.275351849842379e-09,8.369028138209012
201,FLI1,ABLIM3,-0.0105286,0.0105286,5.63768000854255e-06,5.248899578068548
202,RFX4,ABLIM3,0.022747254,0.022747254,6.911241229893962e-07,6.160443948156275
203,ONECUT1,ABLIM3,0.011218225,0.011218225,1.1030056491366042e-07,6.957422263278239
204,HNF4G,ABLIM3,-0.0070596198,0.0070596198,2.6637842843097306e-05,4.57450094764256
205,DLX5,ABLIM3,-0.0247176,0.0247176,7.810828654933882e-11,10.107302889147723
207,ESR1,ABLIM3,0.011740469,0.011740469,3.7474530514543874e-07,6.42626379933946
208,NEUROG2,ABLIM3,-0.020889483,0.020889483,4.691784091766905e-09,8.328661981618682
209,TFAP2D,ABLIM3,-0.0054043727,0.0054043727,1.8508389709797216e-07,6.732631364638284
211,SP2,ABLIM3,0.006091436,0.006091436,0.00011128570441961657,3.953560620844316
212,LHX2,AC018742.1,-0.023136936,0.023136936,1.9503894648778883e-10,9.709878657581802
213,RFX6,AC018742.1,-0.008853251,0.008853251,8.557797869753908e-08,7.067637975515932
217,RUNX1,AC018742.1,-0.023149649,0.023149649,2.4255123294160567e-08,7.615196513417324
218,LMX1A,AC018742.1,0.10570729,0.10570729,7.648284506002607e-05,4.116435965254857
223,MECOM,AC018742.1,-0.024029134,0.024029134,5.9066420274043526e-05,4.2286593488026
225,MEF2C,AC018742.1,-0.014585296,0.014585296,8.979778166591823e-12,11.046734391864439
226,TEAD3,AC018742.1,0.024974763,0.024974763,1.5894172231309654e-07,6.798762085222351
227,MEIS1,AC018742.1,0.050588492,0.050588492,3.689743170247755e-15,14.433003862465883
228,TFAP2B,AC018742.1,-0.020388534,0.020388534,0.00012470013419695237,3.9041330791520545
229,HOXD10,AC018742.1,-0.007744681,0.007744681,0.00036430166788062427,3.4385388404251347
231,HES5,AC018742.1,-0.044706456,0.044706456,1.1024755584571588e-05,4.957631029928013
236,TEAD1,AC018742.1,0.035575446,0.035575446,7.627301969496742e-09,8.117629059289786
257,RFX6,AC096570.2,-0.0014258109,0.0014258109,6.855258696455069e-09,8.163976151622387
258,FOXA2,AC096570.2,-0.0056733713,0.0056733713,3.778362311934159e-08,7.4226963993709765
259,CTCF,AC096570.2,0.007579412,0.007579412,1.2129869418536725e-08,7.916143874410772
260,FEV,AC096570.2,-0.0006385171,0.0006385171,1.268314771328165e-08,7.896772949541119
261,RUNX1,AC096570.2,0.0041220584,0.0041220584,5.089239255402993e-06,5.293347131587149
262,FOSL1,AC096570.2,-0.002026798,0.002026798,0.00041045541915889883,3.3867340060590143
265,VAX1,AC096570.2,-0.004830791,0.004830791,1.8566732981915196e-08,7.7312645083630755
266,EOMES,AC096570.2,-0.0035259724,0.0035259724,5.5395998056404306e-09,8.256521608643384
267,DLX2,AC096570.2,-0.007243177,0.007243177,8.849927330645132e-07,6.0530602954071915
268,POU3F2,AC096570.2,0.012294214,0.012294214,6.661894845956939e-10,9.17640222667052
270,IRF1,AC096570.2,0.0036526672,0.0036526672,0.00044454364926195056,3.3520855896928494
272,TFAP2A,AC096570.2,-0.0033511126,0.0033511126,7.505134554423212e-07,6.124641517182246
274,STAT4,AC096570.2,0.0070638815,0.0070638815,7.645140484982471e-15,14.116614529703314
275,MECOM,AC096570.2,0.012040232,0.012040232,5.498031279950425e-09,8.259792793653842
276,LHX1,AC096570.2,-0.006859155,0.006859155,1.3345048752672656e-10,9.874679835291383
277,AR,AC096570.2,0.0058481866,0.0058481866,1.0018884072859685e-05,4.999180648527504
280,TBX15,AC096570.2,-0.005796788,0.005796788,3.907923096709325e-13,12.408053991269385
281,MITF,AC096570.2,0.0123477,0.0123477,5.183775985429071e-12,11.2853537745746
282,MEIS1,AC096570.2,-0.00502831,0.00502831,1.8899960917195223e-06,5.723539093893634
283,HOXD3,AC096570.2,-0.0044609373,0.0044609373,1.6787421577064443e-12,11.775016003137985
285,TBR1,AC096570.2,-0.0034808835,0.0034808835,1.8489547494518243e-07,6.73307371745297
286,ONECUT2,AC096570.2,-0.007823941,0.007823941,1.3138792382328227e-11,10.881444549981156
288,DLX1,AC096570.2,-0.005131152,0.005131152,4.747980365098797e-07,6.323491085704573
289,RREB1,AC096570.2,0.013751508,0.013751508,1.4378234193930697e-07,6.842294446840532
290,RFX4,AC096570.2,0.0077984054,0.0077984054,1.3434261123126613e-05,4.871786214528405
291,ONECUT1,AC096570.2,-0.0022240367,0.0022240367,8.657876577703836e-06,5.0625886095605415
292,HNF4G,AC096570.2,0.0030205506,0.0030205506,0.0007749712193921267,3.1107144258695336
296,TBX18,AC096570.2,-0.005727275,0.005727275,5.650678655658907e-10,9.247899389577393
297,PAX3,AC096570.2,0.010933744,0.010933744,5.170474168077852e-06,5.28646962728577
299,ELF3,AC096570.2,-0.00782743,0.00782743,1.2450229448060988e-08,7.904822644784426
300,MEIS2,AC096570.2,-0.004441667,0.004441667,1.7940405955030135e-08,7.746167733976722
302,RARB,AC096669.1,-0.0025083637,0.0025083637,3.181588740553511e-14,13.497355958960766
304,RFX4,AC096669.1,0.007910044,0.007910044,1.063672280067793e-05,4.973192158583782
305,POU2F2,AC096669.1,0.0014019577,0.0014019577,5.91790841629039e-07,6.227831760129675
306,EPAS1,AC096669.1,0.033201568,0.033201568,3.317196744308714e-11,10.479228769531563
307,GATA3,AC096669.1,-0.0014666114,0.0014666114,3.7245489982723565e-11,10.428926307994846
309,EOMES,AC096669.1,0.0033999134,0.0033999134,3.8751554242600267e-13,12.411710874178361
311,HOXB9,ACSBG1,0.00030383014,0.00030383014,0.00019518119549867484,3.709562026241832
312,TFAP4,ACSBG1,0.00037291838,0.00037291838,1.2182106192697126e-06,5.9142776190275566
313,FOXA2,ACSBG1,0.0009377273,0.0009377273,4.489864489342124e-10,9.347766766439674
314,FOS,ACSBG1,0.0015660854,0.0015660854,0.00014460699563660103,3.839810696717259
315,CTCF,ACSBG1,-0.001685491,0.001685491,3.702832788729907e-11,10.431465899231016
316,RUNX1,ACSBG1,-0.0007961493,0.0007961493,0.00032090640836705364,3.4936216101383373
317,FOSL1,ACSBG1,0.0006059701,0.0006059701,2.0154908065991326e-06,5.695619178484571
318,HNF4A,ACSBG1,0.00084401306,0.00084401306,9.944480251449462e-09,8.002417910360169
320,SP1,ACSBG1,0.001311237,0.001311237,5.4320303517544344e-08,7.265037812077584
321,POU2F2,ACSBG1,-0.002288927,0.002288927,8.683163143289948e-09,8.061322039174836
322,THRB,ACSBG1,-0.0016772634,0.0016772634,2.1506036509261927e-11,10.667439621261252
323,TWIST1,ACSBG1,-0.0013917632,0.0013917632,7.50066653407508e-11,10.124900142047139
324,POU3F2,ACSBG1,0.002220602,0.002220602,1.1295247576466145e-08,7.9471042454948595
325,PRDM1,ACSBG1,-0.00025961897,0.00025961897,0.0008459227326946078,3.0726693039785515
326,IRF1,ACSBG1,-0.00081910734,0.00081910734,0.0009103379702322032,3.0407973424512615
328,EBF1,ACSBG1,-0.00043768607,0.00043768607,7.458389788284886e-06,5.127354923404632
329,MAZ,ACSBG1,0.0019363567,0.0019363567,6.761905530266955e-13,12.169930901001537
330,HES1,ACSBG1,-0.0013238551,0.0013238551,2.217423272375665e-06,5.654151398761338
332,JUND,ACSBG1,0.00041067193,0.00041067193,4.17555566615739e-05,4.379285722171256
335,STAT4,ACSBG1,0.00038905282,0.00038905282,3.9612823788647174e-05,4.402164197936119
337,KLF6,ACSBG1,0.001218345,0.001218345,9.115952839098202e-09,8.040197930285474
338,MECOM,ACSBG1,-0.0011706075,0.0011706075,4.322157714027377e-06,5.3642993899094815
339,AR,ACSBG1,0.0043251175,0.0043251175,2.9186522343870773e-10,9.534817649336862
340,MEF2C,ACSBG1,0.0012271934,0.0012271934,3.406916942443308e-11,10.467638454010121
342,HOXD3,ACSBG1,0.00068365794,0.00068365794,3.431253065788264e-09,8.46454725016814
343,TFAP2B,ACSBG1,-0.0013540196,0.0013540196,1.6983636698568253e-08,7.7699693088499835
345,YY1,ACSBG1,0.0014130512,0.0014130512,8.695769242227562e-09,8.060691993548824
346,WT1,ACSBG1,-0.00021779395,0.00021779395,0.0004527567684629339,3.344135048503399
347,FOSB,ACSBG1,-0.0024941496,0.0024941496,9.321122261224113e-09,8.0305317955307
348,FOSL2,ACSBG1,0.0018483124,0.0018483124,8.868746381367727e-06,5.0521377643995615
350,HES5,ACSBG1,0.0012412703,0.0012412703,4.680305400018407e-05,4.329725807349944
352,SP9,ACSBG1,-0.0003239969,0.0003239969,3.892635420371647e-06,5.409756269884537
353,NR1H4,ACSBG1,0.0003594478,0.0003594478,0.000153996146338196,3.8124901469881936
354,HNF4G,ACSBG1,0.0013596099,0.0013596099,0.00026249291306946695,3.5808824174251557
357,TEAD1,ACSBG1,0.0038768083,0.0038768083,4.217881331932852e-13,12.374905643091486
358,TFAP2D,ACSBG1,-0.0003746757,0.0003746757,6.917589605662442e-08,7.1600452066007865
359,SP2,ACSBG1,0.0002990487,0.0002990487,3.2973962406624715e-05,4.481828861533443
360,PRRX1,ACTA1,0.0027744223,0.0027744223,0.00025479105066268063,3.5938158303244085
361,EBF3,ACTA1,0.001348287,0.001348287,1.7402379219345572e-07,6.759391371763627
362,IRF3,ACTA1,0.0026134423,0.0026134423,1.6074934890946704e-10,9.793850777443232
363,AHR,ACTA1,-0.0021608463,0.0021608463,1.5920193340496736e-06,5.798051662339493
368,MLX,ACTA1,-0.0005957107,0.0005957107,2.4006564128976967e-08,7.619669992654456
370,SP1,ACTA1,0.0027690828,0.0027690828,1.1022124987093494e-10,9.95773466853308
371,GATA3,ACTA1,0.0011423912,0.0011423912,6.217154947992624e-07,6.206408308726486
372,FOSL1,ACTA1,0.0007803827,0.0007803827,0.00039260517352057695,3.4060439818204884
373,HNF4A,ACTA1,0.00096335943,0.00096335943,2.7704724273656583e-07,6.557446167721198
374,PRDM1,ACTA1,-0.002263166,0.002263166,4.4637061254642986e-08,7.350304405533386
375,SP3,ACTA1,-0.0015216667,0.0015216667,4.343447939541208e-06,5.362165379562639
378,IRF1,ACTA1,-0.0027947582,0.0027947582,1.4662289673776757e-05,4.833798204658055
379,CREB5,ACTA1,-0.0014937345,0.0014937345,0.0002438288660170268,3.612914881122012
381,TFAP2A,ACTA1,0.0010360174,0.0010360174,0.0006209415025830791,3.206949311742927
382,JUND,ACTA1,0.0009861344,0.0009861344,1.2386670082716804e-07,6.907045429626407
384,ELF2,ACTA1,0.0030744302,0.0030744302,4.8889107612082e-07,6.310787889974569
389,AR,ACTA1,-0.003065473,0.003065473,1.2780111526641324e-06,5.893465356256368
394,MITF,ACTA1,0.0015989792,0.0015989792,6.425349504321407e-05,4.192103244079174
398,KLF4,ACTA1,0.0033225713,0.0033225713,4.093900285945717e-09,8.387862739541351
399,WT1,ACTA1,0.000643296,0.000643296,0.00026953168704805646,3.569390170361612
400,TP63,ACTA1,0.0121152345,0.0121152345,2.6113803730202267e-25,24.583129864342467
401,YY1,ACTA1,-0.0014860503,0.0014860503,2.424908021880444e-07,6.615304729782274
402,HEYL,ACTA1,0.008196338,0.008196338,4.5296038706303273e-05,4.343939776866143
403,FOSL2,ACTA1,0.0010183417,0.0010183417,8.459250007256473e-05,4.072668139579007
404,HES5,ACTA1,-0.0013287099,0.0013287099,0.0002299284165885893,3.638407351458115
406,JUNB,ACTA1,-0.00427147,0.00427147,4.9224961480786765e-06,5.30781461503115
407,FOSB,ACTA1,-0.0031241537,0.0031241537,3.978274499756615e-06,5.400305253987694
408,SP9,ACTA1,0.000936012,0.000936012,2.215414687978235e-06,5.654544969285568
410,RREB1,ACTA1,0.005048125,0.005048125,0.0005460455432585181,3.2627711331908817
411,NEUROD1,ACTA1,-0.001771195,0.001771195,2.2284259023000647e-10,9.652001802124007
417,TFEC,ACTA1,-0.0012573095,0.0012573095,5.019270462436448e-05,4.299359401811669
420,TFAP2D,ACTA1,0.00021153908,0.00021153908,6.944950207359324e-05,4.15833086364078
421,MEIS2,ACTA1,-0.004289442,0.004289442,1.1907800783200252e-12,11.92416843968542
426,CTCF,ACTC1,-0.0037819108,0.0037819108,1.5222895179674827e-06,5.817502743033041
429,GATA3,ACTC1,0.001064618,0.001064618,2.1793590877357048e-07,6.661671206204551
430,NR5A2,ACTC1,0.005196795,0.005196795,3.298248637789899e-09,8.481716608257921
431,SP1,ACTC1,0.00813597,0.00813597,5.538783443473091e-05,4.256585614658915
433,PRDM1,ACTC1,-0.0104579795,0.0104579795,7.240970885231891e-09,8.140203198743512
435,IRF1,ACTC1,-0.009679241,0.009679241,6.55448675270361e-09,8.183461309953382
436,EBF1,ACTC1,-0.0013676357,0.0013676357,0.0005537149961636046,3.2567137144094853
439,JUND,ACTC1,0.0022773994,0.0022773994,0.0005733280955513345,3.2415967753996893
440,ZNF740,ACTC1,0.00724243,0.00724243,9.017359034601182e-13,12.044920638138889
441,SP8,ACTC1,-0.0050501167,0.0050501167,2.0054783211798564e-08,7.697782028293578
442,KLF16,ACTC1,0.0020432733,0.0020432733,5.464900663813743e-06,5.262417727867916
443,KLF6,ACTC1,0.005363504,0.005363504,4.104915787904289e-06,5.3866957479778215
445,TEAD3,ACTC1,0.013528327,0.013528327,1.9045147888330256e-07,6.720215650630423
446,MEF2C,ACTC1,0.010802726,0.010802726,1.7414305269374837e-13,12.759093846712219
448,SP4,ACTC1,-0.003698922,0.003698922,3.505176904110046e-06,5.455290058570348
449,TFAP2B,ACTC1,-0.0030972047,0.0030972047,0.0008524679350697286,3.069321947683473
450,KLF4,ACTC1,0.011686134,0.011686134,1.654257352905478e-11,10.781396926311583
451,YY1,ACTC1,0.0024936912,0.0024936912,3.052699077039149e-07,6.515316004618002
452,WT1,ACTC1,0.0034475566,0.0034475566,1.3039303410418848e-07,6.8847456089945815
453,SOX9,ACTC1,-0.006619459,0.006619459,0.00023168537874396672,3.635101372904785
454,FOSL2,ACTC1,-0.00556234,0.00556234,5.0811037803371956e-05,4.294041934637532
456,JUNB,ACTC1,-0.010532001,0.010532001,1.8041880370670104e-06,5.743718201159453
457,KLF11,ACTC1,-0.001606727,0.001606727,0.0001407087831314238,3.8516787927823257
458,PPARG,ACTC1,-0.009111468,0.009111468,1.3999622425671795e-12,11.85388367722594
459,RREB1,ACTC1,0.033100657,0.033100657,1.208034141144077e-10,9.917920791624693
460,SP9,ACTC1,0.0019682555,0.0019682555,1.20266886121065e-05,4.919853933379576
464,EPAS1,ACTC1,0.0033174646,0.0033174646,0.0005012046257190407,3.2999849294676245
465,TEAD1,ACTC1,0.0046100495,0.0046100495,0.0005550344806693373,3.2556800361579117
467,HIVEP3,ACTN2,0.0036246441,0.0036246441,2.2941870994007583e-06,5.639371166677186
472,CTCF,ACTN2,-0.009653166,0.009653166,2.0133771379714826e-10,9.696074867138757
476,HNF4A,ACTN2,0.002903309,0.002903309,2.524914264677489e-06,5.597753364083784
477,GATA3,ACTN2,-0.004048396,0.004048396,1.786731439995719e-08,7.747940720517859
478,NR5A2,ACTN2,0.0023043542,0.0023043542,2.2889657270205822e-05,4.640360710024135
480,THRB,ACTN2,-0.0046239085,0.0046239085,6.790184153111439e-05,4.168118447281264
482,LHX8,ACTN2,-0.002765938,0.002765938,0.0001403556899212482,3.852769976678908
485,HES1,ACTN2,-0.0057139387,0.0057139387,0.0007319756595261721,3.1355033603476556
488,POU3F2,ACTN2,0.006014985,0.006014985,3.345766823459203e-08,7.475504329606053
489,TFAP2A,ACTN2,0.002937272,0.002937272,0.00028226449195508665,3.5493437513886223
490,EBF1,ACTN2,-0.0048815263,0.0048815263,8.917334592822264e-11,10.04976493762076
491,ZBTB7C,ACTN2,-0.008539234,0.008539234,5.45488957418453e-10,9.263214036607762
492,SP8,ACTN2,-0.0027766638,0.0027766638,4.6611661293226745e-06,5.331505418036656
494,KLF16,ACTN2,0.0014696652,0.0014696652,0.0007981115451373311,3.0979364068294606
495,KLF6,ACTN2,-0.0033003488,0.0033003488,0.0002755140198342188,3.559856296697061
496,E2F7,ACTN2,0.011535238,0.011535238,2.493292711777297e-06,5.603226732468039
497,MEF2C,ACTN2,0.015766818,0.015766818,5.867264908399972e-07,6.231564302842293
498,ARNTL2,ACTN2,0.007561412,0.007561412,8.785077799380384e-05,4.056254388102438
499,ELK4,ACTN2,0.0032493912,0.0032493912,3.298064808656893e-09,8.481740814499407
500,SP4,ACTN2,0.002953218,0.002953218,6.736426562976943e-05,4.1715704203086394
501,MITF,ACTN2,0.004190362,0.004190362,6.959053460696547e-05,4.1574498271640845
502,SOX14,ACTN2,0.0037040398,0.0037040398,9.527077563444154e-11,10.02104029901683
503,TFAP2B,ACTN2,-0.004353366,0.004353366,7.385525276758607e-05,4.13161861115973
505,SOX2,ACTN2,-0.0047071683,0.0047071683,0.00019931295558305015,3.7004644707156755
506,YY1,ACTN2,0.0064325347,0.0064325347,5.038455548093918e-07,6.297702568660197
510,HES5,ACTN2,-0.0044289227,0.0044289227,3.3522695999578516e-06,5.47466106132288
520,MYOG,ACTN2,0.026652554,0.026652554,1.583086960337567e-16,15.800495228310442
521,ESR1,ACTN2,0.00998721,0.00998721,9.565498984517684e-08,7.019292370062169
