,source,target,coef_mean,coef_abs,p,-logp
48859,NFYC,PTCHD1,-0.062604286,0.062604286,6.035154359969886e-11,10.219311617559036
48860,NRF1,PTCHD1,0.06132124,0.06132124,8.029210680835229e-11,10.095327146353531
48864,IRF3,PTCHD1,0.022505933,0.022505933,5.123483691140342e-07,6.290434641883342
48865,RFX6,PTCHD1-AS,-0.02735761,0.02735761,2.1171487504018783e-07,6.674248627474579
48866,TFAP4,PTCHD1-AS,0.07687927,0.07687927,2.8904263954649154e-13,12.539038085431033
48867,CTCF,PTCHD1-AS,0.13155481,0.13155481,5.1846094929092154e-11,10.285283949296444
48868,POU2F2,PTCHD1-AS,0.2499714,0.2499714,4.7259127268108577e-08,7.325514302723631
48869,SP1,PTCHD1-AS,-0.055872694,0.055872694,9.70179212525008e-06,5.01314803498969
48870,GATA3,PTCHD1-AS,0.22268422,0.22268422,0.00013795896717785135,3.860250065614004
48872,TWIST1,PTCHD1-AS,-0.04133108,0.04133108,0.00040368458461251803,3.393957834551897
48873,EBF1,PTCHD1-AS,-0.15641814,0.15641814,0.00027144786749144545,3.5663135658349203
48874,IRF1,PTCHD1-AS,0.047665786,0.047665786,1.5780100955894164e-07,6.801890222644501
48875,SP3,PTCHD1-AS,-0.030027289,0.030027289,0.00035131689126315373,3.4543009688927864
48876,SP8,PTCHD1-AS,0.1875754,0.1875754,5.057262775149684e-15,14.29608447985914
48877,KLF6,PTCHD1-AS,0.13598296,0.13598296,1.1651355190573041e-08,7.933623558109319
48878,MEF2C,PTCHD1-AS,0.3564898,0.3564898,3.637460219787778e-13,12.439201747537616
48880,SP9,PTCHD1-AS,-0.16271368,0.16271368,1.3227155222420083e-10,9.87853354992079
48881,RREB1,PTCHD1-AS,-0.06745429,0.06745429,0.0007913060115978871,3.1016555348994683
48882,POU6F2,PTCHD1-AS,0.2108608,0.2108608,2.8876027281218163e-08,7.539462556549897
48883,NEUROD1,PTCHD1-AS,0.09676934,0.09676934,6.544465838497359e-06,5.184125794928361
48885,HNF4G,PTCHD1-AS,-0.083569415,0.083569415,2.3280333406320994e-08,7.633010804284667
48887,EPAS1,PTCHD1-AS,-0.06329332,0.06329332,2.8453068465295876e-07,6.545870891107695
48889,TEAD1,PTCHD1-AS,-0.12565723,0.12565723,5.010619675475659e-10,9.300108560560398
48891,AHR,PTCHD4,0.009035794,0.009035794,3.9852395509530705e-06,5.3995455682377
48892,TFAP4,PTCHD4,-0.021820497,0.021820497,2.680323934170134e-07,6.5718127155529125
48894,POU2F2,PTCHD4,-0.16980349,0.16980349,6.944915102710638e-11,10.1583330588752
48895,GATA3,PTCHD4,-0.1142162,0.1142162,1.7408657504410466e-08,7.759234718883064
48897,POU3F2,PTCHD4,0.098999895,0.098999895,5.787637134365718e-09,8.237498705521684
48898,PRDM1,PTCHD4,0.013422208,0.013422208,3.2971602784599885e-06,5.481859940828078
48899,IRF1,PTCHD4,-0.015886905,0.015886905,4.209384611869885e-05,4.3757813909111505
48900,TFAP2A,PTCHD4,0.06298217,0.06298217,7.886594214941211e-08,7.103110504139809
48901,AR,PTCHD4,-0.024029078,0.024029078,3.5690157340319816e-06,5.447451537449718
48902,MEF2C,PTCHD4,0.020655828,0.020655828,2.573651116313601e-08,7.589450326324118
48903,HOXD3,PTCHD4,-0.021081107,0.021081107,8.955740498263821e-05,4.047898499037274
48905,WT1,PTCHD4,0.022577398,0.022577398,1.2675171462691687e-10,9.897046157059936
48906,ONECUT2,PTCHD4,0.08044225,0.08044225,3.2458188843886174e-10,9.48867571732097
48907,NR1H4,PTCHD4,0.010929227,0.010929227,2.904847564413603e-07,6.536876652833376
48908,RREB1,PTCHD4,0.038785946,0.038785946,1.0308529309245145e-06,5.9868032899482
48909,ONECUT1,PTCHD4,0.08304188,0.08304188,2.9076409221061396e-07,6.5364592275161275
48911,NRF1,PTCHD4,0.05170401,0.05170401,1.5084570568704326e-13,12.82146704891602
48912,PAX7,PTCHD4,0.041283034,0.041283034,2.9972963639747696e-13,12.523270313151963
48914,ONECUT3,PTCHD4,0.101183616,0.101183616,5.595055008404428e-11,10.252195639300231
48917,FOSL1,PTGDS,-0.004228864,0.004228864,4.30407546426677e-05,4.366120122697772
48918,SP1,PTGDS,-0.014099497,0.014099497,4.058897985823318e-11,10.391591863871373
48920,THRB,PTGDS,-0.011987671,0.011987671,6.418083789940954e-05,4.192594617363379
48921,TWIST1,PTGDS,0.024099367,0.024099367,5.821722507296772e-12,11.234948499072727
48923,SP3,PTGDS,-0.016606376,0.016606376,3.1923486615369263e-09,8.495889682010452
48924,IRF1,PTGDS,0.007175825,0.007175825,2.0690604633058136e-05,4.684226817939199
48926,PROX1,PTGDS,-0.03439532,0.03439532,3.9626008077852775e-05,4.402019676267443
48927,KLF16,PTGDS,0.0088849645,0.0088849645,1.6259668425337382e-13,12.78888831498516
48928,LHX1,PTGDS,-0.02178704,0.02178704,2.799303785789447e-10,9.552949968510259
48929,E2F7,PTGDS,-0.0074265236,0.0074265236,1.4183895541509393e-05,4.848204475793567
48932,MITF,PTGDS,-0.07884115,0.07884115,2.718499347499509e-16,15.565670766902622
48933,SOX14,PTGDS,0.022560764,0.022560764,1.4046077714074536e-08,7.8524449330505615
48934,YY1,PTGDS,-0.01512211,0.01512211,1.2154661448374793e-07,6.915257133336509
48935,HEYL,PTGDS,-0.014439719,0.014439719,2.3635640812893612e-07,6.626432618546981
48936,SOX9,PTGDS,0.022466088,0.022466088,2.1609203602343307e-09,8.665361238553182
48940,SOX4,PTGDS,0.032163642,0.032163642,1.2347442039940331e-06,5.908423003780965
48941,FLI1,PTGDS,0.015745623,0.015745623,1.4649133394739087e-06,5.834188066300649
48942,HNF4G,PTGDS,-0.016079828,0.016079828,1.41029833784871e-09,8.850689005943151
48943,TFEC,PTGDS,-0.005066433,0.005066433,7.399106800557021e-05,4.130820703917967
48944,TFAP2D,PTGDS,0.014698421,0.014698421,1.3010945466418593e-05,4.885691143413116
48947,FOS,PTGDS,0.030769054,0.030769054,1.2877738933811609e-08,7.890160383464602
48948,FOXA2,PTGDS,-0.010677319,0.010677319,6.2135725612779056e-06,5.20665862566476
48949,CTCF,PTGDS,0.019175587,0.019175587,1.7197064455329783e-11,10.764545680979522
48950,MLX,PTGDS,-0.007217018,0.007217018,9.412262428103826e-10,9.026305972540584
48951,HNF4A,PTGDS,0.007117503,0.007117503,2.17894567324925e-06,5.661753597703352
48952,EOMES,PTGDS,-0.013980757,0.013980757,5.095362090289788e-09,8.292824948413742
48953,HES1,PTGDS,-0.041760113,0.041760113,8.882519076109503e-12,11.05146385114624
48955,ZNF740,PTGDS,0.0028032707,0.0028032707,0.0004394494689111853,3.3570910560502947
48958,ELK4,PTGDS,0.0056825927,0.0056825927,0.0001368526954317732,3.8637466443655324
48959,WT1,PTGDS,-0.0035121788,0.0035121788,0.00048357066559900685,3.31554005221756
48960,PPARG,PTGDS,0.028799985,0.028799985,6.608212156847459e-15,14.179916022426616
48961,MYOG,PTGDS,-0.0061312974,0.0061312974,0.00029258483430651957,3.533748188626591
48962,ELF3,PTGDS,-0.009614461,0.009614461,7.82972894085173e-08,7.10625327262022
48965,NR5A2,PTGDS,-0.006736359,0.006736359,6.533820370230742e-08,7.184832809451939
48967,CREB5,PTGDS,-0.05196312,0.05196312,8.998315671387371e-15,14.045838775347281
48968,JUND,PTGDS,-0.015279585,0.015279585,4.141046250536598e-08,7.382889918920307
48969,SP8,PTGDS,-0.0065699127,0.0065699127,5.967751865152284e-05,4.224189242813448
