logFC	logCPM	LR	PValue	FDR
Spry4	-0.802158793154773	4.59166569725133	18.2891592126189	1.89784111930058e-05	0.00234262584551986
Dhrs1	-0.852621195642651	9.34262649461605	18.2866847789662	1.90030790786162e-05	0.00234262584551986
Mrc1	0.913065081729427	5.18038654355488	18.2428665921037	1.94452817541846e-05	0.0023656743969431
Igf1	1.80069345847188	5.00828563888162	18.2398145525316	1.94764645550131e-05	0.0023656743969431
Spta1	1.58844264632215	3.20993793466197	18.2238464876746	1.96404316912988e-05	0.00236817730736179
Lmo1	-1.15791497125191	4.20445415018039	18.1983148286958	1.99054882906562e-05	0.00238274464545906
Itgam	0.820149010530613	4.82456009733284	18.0551530265202	2.14597028512997e-05	0.00254238075156372
Blnk	1.25876633913563	3.75806895160668	18.0474323775329	2.15469038815256e-05	0.00254238075156372
Pla2g5	1.76163310881709	3.48942076197442	18.0039434775357	2.20447828133986e-05	0.00256771805321217
Npcd	-2.67220681432023	0.139525220165617	17.9933072633614	2.21682996624591e-05	0.00256771805321217
Dpp7	1.12384912771312	4.40432868526735	17.9881910782857	2.22279606277221e-05	0.00256771805321217
Cd300ld3	1.20239544775547	3.82162824756961	17.9471183132	2.2712802611203e-05	0.00259160996991776
Runx1	0.831016650232369	4.30964393497684	17.9441242250712	2.27485589707655e-05	0.00259160996991776
Mbd6	0.864258815035491	6.23626008354101	17.8583872539767	2.37968103466213e-05	0.00269246239805368
Nfkbid	1.1544274289718	3.38810939776022	17.8340966321724	2.41025248933173e-05	0.00270385564284856
Pilra	1.59952913260983	1.72943052896703	17.8244622595638	2.42248704607777e-05	0.00270385564284856
Sncb	-1.46767023075463	3.7293538356329	17.782589783125	2.47638943880708e-05	0.00274546826440632
Cybb	0.922991380765789	6.08197906175572	17.7436166036261	2.5276419731518e-05	0.00278360785029964
Rps3a3	3.22686828246711	-1.3059463264136	17.6966476587557	2.59082796283038e-05	0.00283429716013213
Cfap65	1.00704265783297	4.93346533185606	17.6788638803652	2.61516411876365e-05	0.00283904787669056
Hydin	0.945881562312516	3.70601701653216	17.668433910101	2.6295437080553e-05	0.00283904787669056
Cd68	0.733937205955073	7.09626205789825	17.643177221415	2.66469461082069e-05	0.00285831755039916
Lmo2	1.09258147888455	4.42262397538778	17.6157600138757	2.70338713153463e-05	0.00288111303392391
Steap3	0.82533687394436	6.01731167496503	17.5835064200864	2.74962841300564e-05	0.00291160972784873
Ptger4	1.38779165605838	2.30845402279694	17.5218516930471	2.84024511129864e-05	0.00295710457685727
Rgs16	-0.612799904344772	5.76166839573818	17.5200966738873	2.84286801059127e-05	0.00295710457685727
Nr4a1	-0.687909745385002	7.24936359830405	17.5178054433905	2.84629594842488e-05	0.00295710457685727
Neurl3	1.06099950023941	3.42383852928977	17.4889556563644	2.88981557381719e-05	0.00298355396649288
Cd300ld	1.16404199074481	3.55863614689664	17.4445044412166	2.95818244597395e-05	0.00302072255564304
Csf2ra	0.936314826811962	4.8442571458292	17.4308567382359	2.97949728159901e-05	0.00302072255564304
Ptpn6	0.868114839273972	4.54487853357529	17.4186345024511	2.99871681431313e-05	0.00302072255564304
Ncf1	0.92186677209128	4.85639013477174	17.4184792202501	2.99896179626768e-05	0.00302072255564304
Sned1	1.09396252757773	6.74584227399865	17.3887500907336	3.04623664216661e-05	0.00304974442981516
H1f2	0.73434967230072	5.81151305851451	17.364235179462	3.08578286023177e-05	0.00306515744527262
Arhgap45	0.908674278162703	4.45365475175967	17.3562700007024	3.09874261977437e-05	0.00306515744527262
Smoc2	2.07805612380946	3.34994821015913	17.3338038800168	3.13559166099486e-05	0.00308270013436755
Gpnmb	1.28188523000432	8.74607306904094	17.3228000176154	3.1538006096502e-05	0.00308270013436755
Parvg	1.33057391130814	3.64823741775593	17.2178333733636	3.33292953645758e-05	0.00323862723604369
Rarres2	-0.768685621395473	6.75725230626271	17.1498523594795	3.45436262522037e-05	0.00333699509976698
Ifi207	1.01939200521629	4.38906592769931	17.0260429078353	3.68706263606626e-05	0.00354108067937084
Fyb	0.950103512768146	4.36923216651809	16.9665868170503	3.80434810108997e-05	0.00363260267525464
Cd180	1.83990972623986	4.53865369281688	16.9312894937641	3.87574375797291e-05	0.00365891492706207
Alox5ap	1.05654681710157	3.44963846883115	16.9310641598435	3.87620383943255e-05	0.00365891492706207
Slc16a10	1.16975417571624	3.4446782245688	16.9106899708872	3.91803108929001e-05	0.0036773838388626
Itgbl1	2.53932446175584	2.35347945201581	16.8595811587584	4.02496275130301e-05	0.00375640450219064
Lipa	0.740435234359699	7.19591818654897	16.8436663621439	4.05885559199881e-05	0.00376675480473193
H4c9	1.7693011280477	2.32413122832896	16.8161581827526	4.11811616391431e-05	0.00380040005093299
Adgre5	-0.866408405183658	5.84260603785512	16.763669981133	4.23361512660338e-05	0.00385171879979843
Rnf128	1.66185877884142	2.63603695569663	16.7622500221055	4.23678454825417e-05	0.00385171879979843
Arhgap30	1.12873845675031	4.12873383668831	16.7591662528315	4.2436758978347e-05	0.00385171879979843
Zranb3	0.898192567601873	4.05072985325905	16.7473066098636	4.27028400450259e-05	0.00385468969783488
Selenop	1.0887798339712	7.66575993361968	16.5503670962616	4.73748139688725e-05	0.00425317691278155
Ms4a6d	1.27259644033835	4.34985448181463	16.4585051354761	4.97265896038764e-05	0.00444018126306181
Slc13a4	0.920319098923867	4.38452298132233	16.4103917081004	5.10048387941983e-05	0.00452983296796431
Tubb3	1.16743385709664	4.154519248173	16.3701903000604	5.20981903144296e-05	0.00460219254440676
Plekho2	0.620979256901921	6.06475491488139	16.3565096423757	5.24756109079155e-05	0.00461087562014817
Repin1	-0.730471760087485	6.29411664508079	16.3426142867988	5.28617692208662e-05	0.00462023050666396
Sdc3	0.820467648815281	7.53732358533717	16.2453513333978	5.56459601390426e-05	0.00483797692387813
Fcrls	0.693897883373904	6.51892976080926	16.2330786885868	5.60075912231031e-05	0.00484392355714366
Bank1	2.39927080591145	0.0248316569918856	16.191078417008	5.72631693539018e-05	0.00492672028415158
Rsph1	0.660450607807349	5.85467370736279	16.1702516130158	5.78962367899102e-05	0.00495537790431361
Kcnk1	-0.650138984052827	6.22738331901898	16.1537467329079	5.840292729957e-05	0.00497297915495668
Itgax	0.994395775175799	3.90187675277476	16.1419851800349	5.8766719458397e-05	0.00497829455760647
Ptgds	2.62337614988632	8.33559950729165	16.0993240046836	6.01054871676222e-05	0.00506572725776506
Man2b1	0.772646501486442	6.87141901571556	16.0842266904692	6.05865749544679e-05	0.0050803534602683
Snn	0.88095275307483	5.88450461263874	16.0527243799373	6.16029292049673e-05	0.00513948882594371
Rnase4	1.03638832684415	5.31608560989883	16.017200504847	6.27696180917781e-05	0.00518984861593338
Efcab12	1.42169450451744	2.88832639570578	16.0072833450286	6.30992715655938e-05	0.00518984861593338
Atp11b	-0.663956917500976	5.96208138396743	16.0057896080801	6.31490751136636e-05	0.00518984861593338
Dab2	0.702903313449308	7.05140223616638	15.9960630427906	6.34743424787912e-05	0.00519075575944134
Inpp5d	0.906450220090052	4.72601022231161	15.986644439919	6.3790917065405e-05	0.00519094659607599
Adamtsl4	-1.01418492288176	5.69363458701901	15.9771088089307	6.41130429830248e-05	0.00519158508351268
Aldh1a1	1.12584342670097	6.40691157246327	15.9289302257935	6.57657672707407e-05	0.00529943760753837
Kif9	0.649006772842924	5.08327971632525	15.9116729171453	6.6368131894712e-05	0.00530725112961844
Cfap74	0.78768201725126	4.43565328405339	15.9077652906801	6.65052959519957e-05	0.00530725112961844
P2ry6	0.930710424326626	4.34392729402252	15.8626859603547	6.81084245857772e-05	0.0054090532006368
Septin4	-0.632473990961285	5.7559612250992	15.8218035154209	6.95958919227272e-05	0.00550073941948101
Lat2	1.04489360787059	3.59552314168707	15.737841939824	7.27540286974492e-05	0.00572297047644364
Fes	1.21906359870363	3.86477952561219	15.6951751589289	7.44137486752294e-05	0.00579265861518947
Fam216b	1.31561861196058	4.07952805997807	15.6854108062121	7.4798902893695e-05	0.00579265861518947
Osm	1.30970939681427	2.574445855321	15.6847694331178	7.48242718880917e-05	0.00579265861518947
Fabp5	0.857905185394956	6.61180089980494	15.6738036080849	7.52593578207271e-05	0.00579265861518947
Slc4a7	-0.931388459021075	4.69902216647935	15.6694744976393	7.54318218135488e-05	0.00579265861518947
4930430E12Rik	1.31102930257128	2.12828725734952	15.6616649333286	7.57439470234836e-05	0.00579265861518947
Gla	0.738994023451887	4.65102957962543	15.6494914442973	7.62330786379831e-05	0.00580319919825273
Arhgef19	-0.882652197568469	7.0554598692434	15.6338335755745	7.68668880212222e-05	0.0058246060698283
Gpr137b-ps	0.709233702520553	5.18077837100581	15.6212629666506	7.73795637790644e-05	0.00583668042952678
Dnah7b	0.685739965273311	4.7929546078458	15.6048835771951	7.80527406352905e-05	0.0058606964661562
Rbm47	1.35773843546749	2.35600464924369	15.594993251883	7.84620730330862e-05	0.00586477368521968
Lratd2	-0.720948970692989	6.01159332097639	15.5795965876772	7.91035993327689e-05	0.00588609169990095
Scn1b	-0.935835617380327	6.31038021134322	15.5634658881726	7.97813717694841e-05	0.00590990349892425
Mmp9	0.87020111091561	4.21550626846936	15.5414969459121	8.07138601508564e-05	0.00595228685639284
Plxdc1	1.09422887382359	2.9623031904998	15.5086183490666	8.21299436997168e-05	0.00601824678072242
Irf5	0.950395753138253	3.76339374026439	15.4950091220823	8.27233841428956e-05	0.00601824678072242
Neil1	-1.016323492538	4.04934759090523	15.4875929159009	8.30485874277093e-05	0.00601824678072242
Mbp	0.723514067839323	6.57852239810023	15.4872062756948	8.30655769722569e-05	0.00601824678072242
Lpxn	1.46264090355574	2.88310488263718	15.4219067851225	8.5985687587253e-05	0.00620260949019141
Paqr6	1.37111061355567	3.32825776867499	15.3815563635728	8.78415179036448e-05	0.00630893058369699
Pvalb	1.14933266920101	3.13800078043144	15.3584479772834	8.89224338309652e-05	0.0063405664416283
Pcdhac2	-0.70768849407273	5.34637683781909	15.3490067233902	8.93678990069799e-05	0.0063405664416283
Gm13889	-0.809597559840662	5.76171820125989	15.3476203750556	8.94334996609598e-05	0.0063405664416283
Crym	-0.996395026478056	4.66659204789018	15.3299140811661	9.02756180361988e-05	0.00636893795250733
Ctla2b	1.47648758671837	2.43529342763976	15.3230382194338	9.06047835122721e-05	0.00636893795250733
Cd300lb	1.08471213883378	3.63800334144093	15.3038054267955	9.15319354431071e-05	0.00640684763383342
Abhd6	-0.747669525749028	5.38665422820661	15.1917716169975	9.71257168789859e-05	0.00676970344778045
Marco	1.76897328565662	2.45928201806979	15.1600746744752	9.87698812855835e-05	0.00685537676032165
Rftn1	0.811941723580936	4.33966752598595	15.1138694614787	0.000101216920208806	0.00699582554363706
Syne1	0.482887699312407	6.01425187709096	15.0906940752909	0.000102467178452228	0.00702752810026245
Lcp2	1.21794455687677	3.13589412284282	15.0896026397212	0.000102526440593453	0.00702752810026245
Kif5c	-0.850855344671446	5.88806479668758	15.0477332265312	0.000104826075701113	0.00715546258060615
Gpr162	-0.669877995519795	4.82544178105819	15.029623310732	0.000105836760816687	0.00719472202440682
Pard6b	-0.921129645917335	4.08026232033044	15.0064042450633	0.000107146941210576	0.00725010480567055
Syk	0.973507610835011	4.25486226254244	14.9920535477205	0.000107964856829844	0.00725010480567055
Ldlrap1	0.751721034986317	4.34195418722027	14.9919960817522	0.000107968144693683	0.00725010480567055
Anpep	0.963095943151092	5.77098481719107	14.9726993068807	0.000109077910469219	0.00729497167223086
Atp1a2	-0.731216994676999	10.1487198096064	14.9285550860549	0.000111660033209937	0.00742752114382092
Grn	0.813369743711085	8.22741193670974	14.92350834261	0.000111959123724887	0.00742752114382092
Esyt1	0.60128369436583	6.10221843262109	14.9155585067976	0.000112431899715032	0.00742905020557046
Cav2	-0.826746971226087	6.93269965515405	14.867322501481	0.000115343889903718	0.00759109847537655
Chrdl1	-0.684565097179262	7.29049620614382	14.843111548123	0.000116833992291247	0.00765865364547267
Ms4a7	0.91386474724742	5.4732354459989	14.8254925150268	0.000117930552377279	0.00769997942577184
Fat3	0.820234793149066	3.86306582036757	14.8032404212196	0.000119330278842687	0.00772763491718344
Glipr1	1.16446884570374	4.10123316978067	14.8000145831894	0.000119534577432335	0.00772763491718344
Igfbp2	-1.09878154176275	10.881860329949	14.7942568118669	0.000119900103733253	0.00772763491718344
Rasa4	1.02383819274155	4.30858443874159	14.7863320880396	0.000120405037582769	0.00772763491718344
Lbhd2	-1.61625148753267	2.58174917749968	14.7818255796167	0.000120693129646669	0.00772763491718344
A2m	1.26265847088026	8.33036046262487	14.7619227929595	0.000121973797444926	0.00777947938221134
Cacng6	-1.25652232221327	3.28033870576577	14.7091001866298	0.00012543945885364	0.00796974777232028
Trpv2	1.01505743370635	3.63821092724091	14.6988826586214	0.000126121181399258	0.00797421700676988
Dpep2	1.42988464796662	2.7978794572992	14.6935976797509	0.000126475262169242	0.00797421700676988
P2ry10b	1.72554316488749	0.645519552658484	14.6757779560451	0.000127676532859812	0.00799679537016562
Slco1c1	-0.604783183290935	7.89105213751239	14.6739329949693	0.000127801560489359	0.00799679537016562
Dzip3	-0.654854405684267	5.82956742227354	14.6361884336177	0.000130386628966706	0.00812776122226797
Cd37	1.05207103267246	3.32671943502974	14.603330060243	0.0001326798781782	0.00823961995348
Wnt7a	-0.719633671538551	4.91937374759739	14.583746041759	0.000134065954206353	0.00829451497204023
Mipol1	-1.00844964583933	3.67723110246659	14.5754682985239	0.000134656193327554	0.00829994648349948
P4ha1	-0.848545059741025	7.97311547275921	14.5593924645719	0.000135809955066921	0.0083399429284404
Vav1	0.896858609753958	4.25717864811647	14.5430039413028	0.000136996404864861	0.00838164300726906
Zfp185	0.822516142250692	5.33685307434602	14.5347976485192	0.000137594416238107	0.00838716664884611
Ctnna2	0.9436690122039	4.92861402776031	14.5148290158804	0.000139060578547283	0.0084059847872937
Folr2	2.25278402353553	2.786506005929	14.5014575274214	0.000140051140290423	0.0084059847872937
Egr1	-0.521603084481933	9.67304660169892	14.498727260196	0.000140254270641351	0.0084059847872937
Gm15832	1.37840488483252	0.791682680351107	14.4941642100976	0.000140594421404186	0.0084059847872937
Wdr81	0.581887231122638	5.16240483274059	14.4925412583159	0.000140715603848212	0.0084059847872937
Clec3b	1.64440698278319	2.86706324035789	14.4893213336843	0.000140956340340236	0.0084059847872937
Was	1.19644562316581	2.51144638079645	14.4704546473438	0.000142375258095891	0.00846006074994973
